0.500000, 0.420000 
0.580000, 0.360000 
0.640000, 0.280000 
0.520000, 0.180000 
0.420000, 0.140000 
0.320000, 0.040000 
0.280000, 0.000083 
0.220000, 0.000083 
0.200000, 0.000083 
0.220000, 0.160083 
0.360000, 0.220083 
0.480000, 0.240083 
0.660000, 0.220083 
0.740000, 0.220083 
0.780000, 0.220083 
0.820000, 0.220083 
0.720000, 0.320083 
0.600000, 0.340083 
0.500000, 0.340083 
0.480000, 0.300083 
0.380000, 0.260083 
0.280000, 0.120083 
0.260000, 0.000083 
0.220000, 0.000083 
0.220000, 0.000083 
0.180000, 0.000083 
0.140000, 0.000083 
0.220000, 0.180083 
0.320000, 0.180083 
0.360000, 0.100083 
0.320000, 0.000083 
0.420000, 0.000083 
0.320000, 0.000083 
0.500000, 0.440000 
0.420000, 0.400000 
0.540000, 0.400000 
0.640000, 0.360000 
0.720000, 0.360000 
0.780000, 0.360000 
0.660000, 0.340000 
0.640000, 0.260000 
0.560000, 0.260000 
0.480000, 0.160000 
0.440000, 0.020000 
0.520000, 0.020000 
0.440000, 0.000083 
0.380000, 0.000083 
0.300000, 0.100083 
0.400000, 0.100083 
0.460000, 0.160083 
0.520000, 0.260083 
0.460000, 0.280083 
0.360000, 0.280083 
0.400000, 0.140083 
0.440000, 0.040083 
0.380000, 0.000083 
0.340000, 0.000083 
0.260000, 0.000083 
0.200000, 0.000083 
0.300000, 0.000083 
0.380000, 0.140083 
0.500000, 0.180083 
0.500000, 0.000083 
0.600000, 0.180083 
0.700000, 0.220083 
0.740000, 0.220083 
